datetime,demand_mw,load_shedding,temp_mean,wspd_mean
2020-01-01 03:00:00,5351,0,18.65,1.8
2020-01-01 06:00:00,5346,0,23.73,3.0
2020-01-01 09:00:00,6654,0,25.25,4.58
2020-01-01 12:00:00,6750,0,21.05,2.17
2020-01-01 15:00:00,6546,0,18.82,0.3
2020-01-01 18:00:00,8004,0,17.67,1.8
2020-01-01 21:00:00,8001,0,17.0,0.9
2020-01-02 03:00:00,5253,0,19.27,2.47
2020-01-02 06:00:00,5317,0,24.18,3.68
2020-01-02 09:00:00,6553,0,25.4,1.8
2020-01-02 12:00:00,6968,0,21.87,0.6
2020-01-02 15:00:00,6598,0,20.23,0.9
2020-01-02 18:00:00,8369,0,19.23,1.22
2020-01-02 21:00:00,8231,0,18.33,0.9
2020-01-03 03:00:00,5363,0,18.02,4.28
2020-01-03 06:00:00,4682,0,20.4,12.02
2020-01-03 09:00:00,4830,0,21.12,6.47
2020-01-03 12:00:00,5508,0,18.85,3.38
2020-01-03 15:00:00,5266,0,17.95,2.12
2020-01-03 18:00:00,7279,0,17.43,1.5
2020-01-03 21:00:00,7095,0,16.85,0.9
2020-01-04 03:00:00,4690,0,17.93,1.52
2020-01-04 06:00:00,4822,0,20.4,2.47
2020-01-04 09:00:00,6005,0,22.73,3.38
2020-01-04 12:00:00,6109,0,19.37,1.2
2020-01-04 15:00:00,6090,0,17.83,0.0
2020-01-04 18:00:00,7953,0,17.05,0.3
2020-01-04 21:00:00,7978,0,16.72,0.6
2020-01-05 03:00:00,5249,0,18.18,3.3
2020-01-05 06:00:00,5304,0,20.18,4.65
2020-01-05 09:00:00,6492,0,22.27,5.57
2020-01-05 12:00:00,6765,0,19.47,2.17
2020-01-05 18:00:00,7923,0,15.97,2.1
2020-01-05 21:00:00,8010,0,14.67,3.07
2020-01-06 03:00:00,5379,0,16.07,3.08
2020-01-06 06:00:00,5433,0,20.7,8.02
2020-01-06 09:00:00,6505,0,21.87,6.77
2020-01-06 12:00:00,6549,0,18.0,2.77
2020-01-06 15:00:00,6393,0,15.65,2.4
2020-01-06 18:00:00,8133,0,14.47,3.75
2020-01-06 21:00:00,8138,0,13.18,1.82
2020-01-07 03:00:00,5387,0,14.08,1.22
2020-02-19 03:00:00,5929,0,20.9,1.5
2020-02-19 06:00:00,6301,0,27.35,3.97
2020-02-19 09:00:00,7454,0,28.82,5.55
2020-02-19 12:00:00,7774,0,25.18,0.9
2020-02-19 15:00:00,7319,0,19.78,0.3
2020-02-19 18:00:00,7943,0,19.03,0.3
2020-02-19 21:00:00,9055,0,17.87,0.0
2020-02-20 03:00:00,6135,0,21.42,1.57
2020-02-20 06:00:00,6249,0,27.05,1.8
2020-02-20 09:00:00,7896,0,28.55,3.37
2020-02-20 12:00:00,8098,0,25.23,0.9
2020-02-20 15:00:00,7626,0,21.5,2.17
2020-02-20 18:00:00,8092,0,19.55,0.3
2020-02-20 21:00:00,9021,0,18.28,0.0
2020-02-21 03:00:00,6171,0,21.63,3.73
2020-02-21 06:00:00,6101,0,27.82,5.53
2020-02-21 09:00:00,6676,0,29.62,4.88
2020-02-21 12:00:00,6904,0,26.03,0.9
2020-02-21 15:00:00,5971,0,20.97,0.9
2020-02-21 18:00:00,6423,0,19.35,0.3
2020-02-21 21:00:00,7978,0,17.73,0.6
2020-02-22 03:00:00,5430,0,22.42,2.17
2020-02-22 06:00:00,5711,0,28.48,4.35
2020-02-22 09:00:00,7358,0,30.12,4.58
2020-02-22 12:00:00,7866,0,26.1,1.27
2020-02-22 15:00:00,7491,0,21.88,0.6
2020-02-22 18:00:00,7725,0,20.17,1.2
2020-02-22 21:00:00,9021,0,19.62,2.1
2020-02-23 03:00:00,6259,0,23.0,2.47
2020-02-23 06:00:00,6552,0,28.03,4.28
2020-02-23 09:00:00,7946,0,29.75,4.05
2020-02-23 12:00:00,8304,0,26.57,0.6
2020-02-23 15:00:00,7928,0,22.65,0.0
2020-02-23 18:00:00,8231,0,20.97,0.6
2020-02-23 21:00:00,9343,0,19.78,0.9
2020-02-24 03:00:00,6627,0,22.52,2.17
2020-02-24 06:00:00,6525,0,27.62,3.02
2020-02-24 09:00:00,7570,0,28.05,4.63
2020-02-24 12:00:00,7946,0,25.27,3.07
2020-02-24 18:00:00,8012,0,20.45,0.6
2020-02-24 21:00:00,9262,0,19.75,0.3
2020-02-25 03:00:00,6456,0,21.98,1.8
2020-02-25 06:00:00,6521,0,24.33,4.23
2020-02-25 09:00:00,7654,0,24.55,7.37
2020-02-25 12:00:00,7804,0,22.87,7.38
2020-02-25 15:00:00,7613,0,20.3,5.85
2020-02-25 18:00:00,7902,0,19.45,5.32
2020-02-25 21:00:00,8593,0,18.7,3.07
2020-02-26 03:00:00,5890,0,20.37,3.37
2020-02-26 06:00:00,5942,0,24.03,3.98
2020-02-26 09:00:00,7212,0,23.93,4.58
2020-02-26 12:00:00,7469,0,21.93,5.53
2020-02-26 15:00:00,6997,0,19.57,3.97
2020-02-26 18:00:00,7640,0,18.53,3.98
2020-02-26 21:00:00,8795,0,17.22,1.2
2020-02-27 03:00:00,6075,0,21.07,1.8
2020-02-27 09:00:00,7658,0,26.55,6.75
2020-02-27 12:00:00,7731,0,24.07,5.53
2020-02-27 15:00:00,7524,0,20.78,2.77
2020-02-27 18:00:00,7706,0,19.5,3.07
2020-02-27 21:00:00,8934,0,18.07,1.87
2020-02-28 03:00:00,6212,0,21.35,7.15
2020-02-28 06:00:00,6103,0,26.97,6.75
2020-02-28 09:00:00,6243,0,28.42,4.58
2020-02-28 12:00:00,6551,0,25.27,4.33
2020-02-28 15:00:00,6019,0,21.3,1.57
2020-02-28 18:00:00,6674,0,19.73,1.57
2020-02-28 21:00:00,8287,0,17.97,0.3
2020-02-29 03:00:00,5837,0,22.48,5.23
2020-02-29 06:00:00,5853,0,28.2,4.58
2020-02-29 09:00:00,7518,0,29.97,4.88
2020-02-29 12:00:00,7743,0,26.87,3.67
2020-02-29 15:00:00,7630,0,21.55,0.0
2020-02-29 18:00:00,7718,0,20.25,0.9
2020-02-29 21:00:00,9035,0,18.88,0.0
2020-03-01 03:00:00,6381,0,22.95,3.37
2020-03-01 06:00:00,6320,0,28.83,3.02
2020-03-01 09:00:00,7764,0,29.98,6.45
2020-03-01 12:00:00,8292,0,27.28,1.8
2020-03-01 15:00:00,7966,0,22.8,0.9
2020-03-01 18:00:00,8085,0,21.12,0.9
2020-03-01 21:00:00,9294,0,19.55,0.3
2020-03-02 03:00:00,6555,0,23.48,2.77
2020-03-02 06:00:00,6671,0,28.8,4.58
2020-03-02 12:00:00,8214,0,26.98,2.47
2020-03-02 15:00:00,8080,0,23.4,0.9
2020-03-02 18:00:00,8200,0,21.95,0.3
2020-03-02 21:00:00,9389,0,21.08,2.17
2020-03-03 03:00:00,6716,0,22.93,6.42
2020-03-03 06:00:00,6271,0,28.5,8.6
2020-03-03 09:00:00,6034,0,30.23,7.07
2020-03-03 12:00:00,7364,0,26.87,5.53
2020-03-03 15:00:00,7726,0,22.75,0.9
2020-03-03 18:00:00,7630,0,21.93,4.7
2020-03-03 21:00:00,8896,0,20.82,2.47
2020-03-04 03:00:00,6185,0,23.75,2.1
2020-03-04 06:00:00,6488,0,28.1,5.48
2020-03-04 09:00:00,7863,0,29.83,3.97
2020-03-04 12:00:00,8195,0,25.65,3.37
2020-03-04 15:00:00,8157,0,22.12,2.47
2020-03-04 18:00:00,7958,0,21.37,1.2
2020-03-04 21:00:00,8362,0,20.72,2.17
2020-03-05 03:00:00,5947,0,22.72,4.93
2020-03-05 06:00:00,6156,0,27.5,6.15
2020-03-05 09:00:00,7672,0,28.9,4.57
2020-03-05 12:00:00,8138,0,26.58,1.2
2020-03-05 15:00:00,8172,0,23.4,4.32
2020-03-05 18:00:00,7984,0,22.22,1.2
2020-03-05 21:00:00,9192,0,20.95,0.3
2020-03-06 03:00:00,6789,0,23.23,2.47
2020-03-06 06:00:00,6540,0,26.65,3.38
2020-03-06 09:00:00,6365,0,28.25,2.7
2020-03-06 12:00:00,6439,0,24.3,2.77
2020-03-06 15:00:00,5909,0,22.07,0.3
2020-03-06 18:00:00,6720,0,21.13,0.9
2020-03-06 21:00:00,8419,0,20.68,0.3
2020-03-07 03:00:00,6270,0,22.33,4.27
2020-03-07 06:00:00,6087,0,24.47,6.15
2020-03-07 09:00:00,7332,0,25.5,4.87
2020-03-07 12:00:00,7539,0,24.2,0.3
2020-03-07 15:00:00,7462,0,21.6,0.9
2020-03-07 18:00:00,7594,0,20.98,0.6
2020-03-07 21:00:00,9037,0,20.08,0.3
2020-03-08 03:00:00,6328,0,23.02,2.1
2020-03-08 06:00:00,6440,0,27.42,6.15
2020-03-08 09:00:00,7532,0,28.95,5.6
2020-03-08 12:00:00,7960,0,26.27,2.17
2020-03-08 15:00:00,7768,0,23.12,2.77
2020-03-08 18:00:00,7721,0,21.47,1.8
2020-03-08 21:00:00,9241,0,20.03,1.2
2020-03-09 03:00:00,6511,0,23.52,6.72
2020-03-09 06:00:00,6651,0,28.12,5.25
2020-03-09 09:00:00,7424,0,29.5,7.47
2020-03-09 12:00:00,7926,0,26.85,5.23
2020-03-09 15:00:00,7920,0,22.52,1.27
2020-03-09 18:00:00,7814,0,20.9,2.48
2020-03-09 21:00:00,9386,0,18.92,1.57
2020-03-10 03:00:00,6576,0,23.82,3.67
2020-03-10 06:00:00,6631,0,28.3,8.0
2020-03-10 09:00:00,7649,0,29.78,15.13
2020-03-10 12:00:00,8077,0,26.7,5.83
2020-03-10 15:00:00,7935,0,22.47,2.77
2020-03-10 18:00:00,7901,0,21.52,2.17
2020-03-10 21:00:00,9444,0,19.7,1.57
2020-03-11 03:00:00,6616,0,24.08,3.73
2020-03-11 06:00:00,6716,0,29.5,3.98
2020-03-11 12:00:00,8258,0,27.52,4.63
2020-03-11 15:00:00,8076,0,24.35,0.9
2020-03-11 18:00:00,8170,0,22.53,1.5
2020-03-11 21:00:00,9699,0,21.58,0.3
2020-03-12 03:00:00,6961,0,25.8,3.98
2020-03-12 06:00:00,6925,0,30.55,4.63
2020-03-12 12:00:00,8799,0,29.1,2.47
2020-03-12 15:00:00,8906,0,25.72,0.9
2020-03-12 18:00:00,8593,0,23.98,0.3
2020-03-12 21:00:00,10052,0,22.67,0.0
2020-03-13 03:00:00,7642,0,27.13,3.3
2020-03-13 15:00:00,7804,0,26.93,4.02
2020-03-13 18:00:00,7624,0,25.25,2.47
2020-03-13 21:00:00,9853,0,24.33,2.77
2020-03-14 03:00:00,7413,0,26.88,5.87
2020-03-14 15:00:00,7792,0,24.63,6.78
2020-03-14 18:00:00,7707,0,23.03,9.23
2020-03-14 21:00:00,9582,0,21.82,3.07
2020-03-15 03:00:00,7381,0,24.8,7.1
2020-03-15 06:00:00,7107,0,29.5,7.77
2020-03-15 09:00:00,7833,0,30.38,10.47
2020-03-15 12:00:00,8519,0,28.03,9.25
2020-03-15 15:00:00,8646,0,24.68,5.22
2020-03-15 18:00:00,8452,0,23.52,4.35
2020-03-16 03:00:00,7475,0,25.28,4.33
2020-03-16 06:00:00,7551,0,30.42,4.37
2020-03-16 09:00:00,8449,0,31.45,9.87
2020-03-16 12:00:00,9230,0,28.43,4.27
2020-03-16 15:00:00,9326,0,24.07,1.8
2020-03-16 18:00:00,8885,0,23.33,0.92
2020-03-17 03:00:00,7617,0,25.97,2.7
2020-03-17 06:00:00,7276,0,30.58,3.68
2020-03-17 09:00:00,7665,0,31.63,6.15
2020-03-17 12:00:00,8339,0,28.62,2.77
2020-03-17 15:00:00,8191,0,24.68,0.3
2020-03-17 18:00:00,7850,0,23.32,1.2
2020-03-17 21:00:00,9666,0,21.88,0.0
2020-03-18 03:00:00,7204,0,25.98,3.67
2020-03-18 06:00:00,7124,0,30.35,8.08
2020-03-18 09:00:00,8586,0,31.45,6.75
2020-03-18 12:00:00,9429,0,28.47,3.37
2020-03-18 15:00:00,9380,0,24.68,0.9
2020-03-18 18:00:00,8879,0,22.73,0.3
2020-03-18 21:00:00,10323,0,20.9,0.0
2020-03-19 03:00:00,7611,0,25.88,2.77
2020-03-19 06:00:00,7437,0,30.67,5.25
2020-03-19 09:00:00,8548,0,32.03,7.65
2020-03-19 12:00:00,9220,0,28.53,2.17
2020-03-19 15:00:00,9373,0,24.68,3.68
2020-03-19 18:00:00,8895,0,22.77,1.2
2020-03-19 21:00:00,10019,0,22.05,0.6
2020-03-20 03:00:00,7884,0,25.92,3.07
2020-03-20 06:00:00,7495,0,30.12,7.1
2020-03-20 09:00:00,7223,0,31.38,7.15
2020-03-20 12:00:00,7792,0,28.18,1.2
2020-03-20 15:00:00,7717,0,24.52,3.72
2020-03-20 18:00:00,7486,0,22.85,3.72
2020-03-20 21:00:00,9551,0,21.43,2.47
2020-03-21 03:00:00,7149,0,25.78,1.27
2020-03-21 06:00:00,7131,0,30.95,6.15
2020-03-21 09:00:00,8043,0,32.52,5.23
2020-03-21 12:00:00,8891,0,28.37,3.43
2020-03-21 15:00:00,9151,0,25.3,3.07
2020-03-21 18:00:00,8725,0,23.3,3.97
2020-03-21 21:00:00,9943,0,22.28,3.67
2020-03-22 03:00:00,6077,0,23.85,7.08
2020-03-22 06:00:00,5976,0,27.67,5.78
2020-03-22 09:00:00,7512,0,28.13,4.63
2020-03-22 12:00:00,8544,0,26.15,3.07
2020-03-22 15:00:00,8776,0,23.23,0.9
2020-03-22 18:00:00,8378,0,21.88,0.3
2020-03-22 21:00:00,9961,0,20.83,0.0
2020-03-23 03:00:00,7195,0,24.83,0.9
2020-03-23 06:00:00,7034,0,29.08,5.18
2020-03-23 09:00:00,8156,0,30.35,6.18
2020-03-23 12:00:00,8829,0,27.87,3.97
2020-03-23 15:00:00,8833,180,24.33,0.6
2020-03-23 18:00:00,8371,0,22.8,0.62
2020-03-23 21:00:00,9808,0,21.62,0.3
2020-03-24 03:00:00,7184,0,25.73,2.47
2020-03-24 06:00:00,7058,0,29.83,8.0
2020-03-24 09:00:00,8359,0,31.02,6.45
2020-03-24 12:00:00,8812,0,28.35,2.77
2020-03-24 15:00:00,9075,0,24.6,0.9
2020-03-24 18:00:00,8441,0,23.0,1.52
2020-03-24 21:00:00,9646,0,21.7,0.6
2020-03-25 03:00:00,7094,0,26.7,1.87
2020-03-25 06:00:00,6997,0,31.1,7.12
2020-03-25 09:00:00,8188,0,32.65,8.67
2020-03-25 12:00:00,8801,0,28.87,3.07
2020-03-25 15:00:00,8752,0,25.63,1.2
2020-03-25 18:00:00,7932,0,24.38,0.6
2020-03-26 06:00:00,6555,0,32.25,4.28
2020-03-26 09:00:00,6865,0,33.83,6.15
2020-03-27 06:00:00,6418,0,33.27,4.05
2020-03-27 09:00:00,6968,0,35.0,7.05
2020-03-27 12:00:00,7907,0,31.82,5.17
2020-03-27 15:00:00,7901,0,27.42,0.0
2020-03-27 18:00:00,7215,0,25.85,0.6
2020-03-27 21:00:00,9614,0,24.2,0.3
2020-03-28 03:00:00,7006,0,28.97,3.98
2020-03-28 06:00:00,6882,0,33.55,7.12
2020-03-28 09:00:00,7564,0,35.0,9.03
2020-03-28 12:00:00,7964,0,31.95,3.67
2020-03-28 15:00:00,8177,0,28.48,2.1
2020-03-28 18:00:00,7504,0,27.1,1.8
2020-03-28 21:00:00,10062,0,25.33,0.9
2020-03-29 03:00:00,7558,0,29.27,4.6
2020-03-29 06:00:00,7049,0,32.65,8.37
2020-03-29 09:00:00,7467,0,34.7,8.68
2020-03-29 12:00:00,7841,0,31.5,4.33
2020-03-29 15:00:00,8127,0,27.03,3.37
2020-03-29 18:00:00,7484,0,24.75,2.17
2020-03-29 21:00:00,9740,0,23.23,0.3
2020-03-30 03:00:00,7176,0,28.8,3.68
2020-03-30 06:00:00,6928,0,32.92,8.68
2020-03-30 09:00:00,7222,0,34.37,9.57
2020-03-30 12:00:00,7588,0,31.25,4.63
2020-03-30 15:00:00,7970,0,26.2,0.0
2020-03-30 18:00:00,7294,0,23.8,0.0
2020-03-30 21:00:00,9394,0,22.27,0.0
2020-03-31 03:00:00,6952,0,29.1,1.8
2020-03-31 06:00:00,6673,0,33.85,8.38
2020-03-31 09:00:00,7252,0,34.93,8.02
2020-03-31 12:00:00,7886,0,31.18,2.47
2020-03-31 15:00:00,8250,0,26.0,2.17
2020-03-31 18:00:00,7260,0,23.95,0.3
2020-03-31 21:00:00,9415,0,22.2,0.3
2020-04-01 03:00:00,6983,0,28.27,2.4
2020-04-01 06:00:00,6763,0,33.88,6.5
2020-04-01 09:00:00,7243,0,35.38,8.3
2020-04-01 12:00:00,7793,0,32.0,4.33
2020-04-01 15:00:00,8327,0,27.57,2.17
2020-04-01 18:00:00,7616,0,26.15,2.78
2020-04-01 21:00:00,9866,0,25.08,2.1
2020-04-02 06:00:00,7286,0,33.42,6.83
2020-04-02 09:00:00,7636,0,35.4,7.48
2020-04-02 12:00:00,8327,0,30.15,7.72
2020-04-02 15:00:00,8829,0,27.15,8.65
2020-04-02 18:00:00,6518,0,25.95,5.55
2020-04-02 21:00:00,8593,0,25.07,1.87
2020-04-03 03:00:00,6914,0,28.38,4.33
2020-04-03 06:00:00,6637,0,33.3,6.47
2020-04-03 09:00:00,6989,0,34.43,6.83
2020-04-03 12:00:00,7822,0,31.0,5.25
2020-04-03 15:00:00,8342,0,26.78,2.18
2020-04-03 18:00:00,6379,0,24.78,3.08
2020-04-03 21:00:00,8729,0,23.57,0.6
2020-04-04 03:00:00,6806,0,28.3,3.37
2020-04-04 06:00:00,6392,0,33.02,5.47
2020-04-04 09:00:00,7014,0,34.03,10.17
2020-04-04 12:00:00,7905,0,31.37,4.27
2020-04-04 15:00:00,8138,0,26.9,1.8
2020-04-04 18:00:00,7253,0,25.65,0.3
2020-04-04 21:00:00,9727,0,23.8,0.3
2020-04-05 03:00:00,7421,0,27.9,1.57
2020-04-05 06:00:00,7254,0,33.53,3.38
2020-04-05 09:00:00,7645,0,34.48,5.85
2020-04-05 12:00:00,8390,0,30.72,4.33
2020-04-05 15:00:00,8771,0,26.72,1.5
2020-04-05 18:00:00,7060,0,25.23,1.22
2020-04-05 21:00:00,9390,0,23.77,0.6
2020-04-06 03:00:00,7134,0,28.67,3.67
2020-04-06 06:00:00,6854,0,33.63,7.72
2020-04-06 09:00:00,7372,0,35.15,8.32
2020-04-06 12:00:00,8234,0,31.83,4.03
2020-04-06 15:00:00,8561,0,27.42,1.5
2020-04-06 18:00:00,7393,0,26.05,2.73
2020-04-06 21:00:00,9743,0,24.42,0.3
2020-04-07 03:00:00,6891,0,29.3,6.13
2020-04-07 06:00:00,6916,0,34.1,9.0
2020-04-07 09:00:00,7595,0,35.6,8.98
2020-04-07 12:00:00,8287,0,32.55,4.35
2020-04-07 15:00:00,8725,0,28.57,1.52
2020-04-07 18:00:00,7783,0,27.08,2.73
2020-04-07 21:00:00,9678,0,25.57,0.3
2020-04-08 03:00:00,7932,0,28.92,4.93
2020-04-08 06:00:00,7451,0,32.83,7.67
2020-04-08 09:00:00,7674,0,33.57,5.57
2020-04-08 12:00:00,7941,0,31.1,4.58
2020-04-08 15:00:00,8562,0,28.32,3.97
2020-04-08 18:00:00,7656,0,27.15,5.55
2020-04-08 21:00:00,10118,0,25.55,5.83
2020-04-09 03:00:00,7648,0,28.72,4.93
2020-04-09 06:00:00,6853,0,32.98,4.35
2020-04-09 09:00:00,7371,0,34.52,6.77
2020-04-09 12:00:00,7763,0,31.8,3.98
2020-04-09 15:00:00,8650,0,28.42,3.07
2020-04-09 18:00:00,7737,0,26.8,1.52
2020-04-09 21:00:00,9874,0,25.85,1.5
2020-04-10 03:00:00,7527,0,29.57,2.77
2020-04-10 06:00:00,6518,0,33.95,6.45
2020-04-10 09:00:00,6865,0,35.43,8.62
2020-04-10 12:00:00,7632,0,32.18,4.28
2020-04-10 15:00:00,8141,0,29.03,2.12
2020-04-10 18:00:00,7713,0,27.37,0.92
2020-04-10 21:00:00,10095,0,25.98,0.3
2020-04-11 03:00:00,7664,0,29.55,2.7
2020-04-11 06:00:00,7154,0,33.77,6.72
2020-04-11 09:00:00,7323,0,34.97,7.4
2020-04-11 12:00:00,8127,0,29.62,7.15
2020-04-11 15:00:00,8665,0,26.12,4.63
2020-04-11 18:00:00,6541,0,24.18,11.08
2020-04-11 21:00:00,5278,0,22.5,1.87
2020-04-12 03:00:00,5013,0,27.0,5.3
2020-04-12 06:00:00,4723,0,31.05,7.03
2020-04-12 09:00:00,5261,0,32.43,6.75
2020-04-12 12:00:00,6075,0,30.23,3.67
2020-04-12 15:00:00,7000,0,26.58,0.9
2020-04-12 18:00:00,6302,0,24.68,0.62
2020-04-12 21:00:00,8725,0,23.88,0.0
2020-04-13 03:00:00,6272,0,29.2,2.77
2020-04-13 06:00:00,5924,0,33.18,5.48
2020-04-13 09:00:00,6609,0,34.53,6.75
2020-04-13 12:00:00,7472,0,31.73,4.58
2020-04-13 15:00:00,8195,0,28.87,2.72
2020-04-13 18:00:00,7149,0,26.98,2.42
2020-04-13 21:00:00,9922,0,26.02,0.9
2020-04-14 03:00:00,7479,0,30.33,3.67
2020-04-14 06:00:00,6853,0,34.17,5.25
2020-04-14 09:00:00,7327,0,35.35,6.08
2020-04-14 12:00:00,7847,0,32.13,3.68
2020-04-14 15:00:00,8533,0,29.72,3.68
2020-04-14 18:00:00,7601,0,28.23,1.52
2020-04-14 21:00:00,10344,0,27.03,0.0
2020-04-15 03:00:00,8234,0,29.83,2.77
2020-04-15 06:00:00,7513,0,31.5,7.43
2020-04-15 12:00:00,6097,0,28.45,4.95
2020-04-15 15:00:00,5350,0,26.03,4.33
2020-04-15 18:00:00,5233,0,25.03,2.77
2020-04-15 21:00:00,7769,0,23.93,4.63
2020-04-16 03:00:00,5189,0,27.3,5.23
2020-04-16 06:00:00,4939,0,31.48,7.42
2020-04-16 09:00:00,5572,0,31.42,6.17
2020-04-16 12:00:00,6516,0,30.73,4.35
2020-04-16 15:00:00,7425,0,27.82,3.37
2020-04-16 18:00:00,6392,0,26.93,4.35
2020-04-16 21:00:00,9172,0,25.77,7.4
2020-04-17 03:00:00,6463,0,27.05,8.63
2020-04-17 06:00:00,6031,0,30.18,10.5
2020-04-17 09:00:00,5559,0,30.02,8.7
2020-04-17 12:00:00,5671,0,29.17,8.63
2020-04-17 15:00:00,6310,0,26.77,8.38
2020-04-17 18:00:00,5936,0,25.88,5.8
2020-04-17 21:00:00,8682,0,25.37,5.23
2020-04-18 03:00:00,6037,0,27.48,10.55
2020-04-18 06:00:00,5709,0,30.92,11.68
2020-04-18 09:00:00,6042,0,31.63,8.98
2020-04-18 12:00:00,6605,0,29.7,7.07
2020-04-18 15:00:00,7520,0,26.63,8.02
2020-04-18 18:00:00,6580,0,25.12,6.1
2020-04-18 21:00:00,8188,0,24.12,5.53
2020-04-19 03:00:00,5003,0,28.0,5.78
2020-04-19 06:00:00,4765,0,32.43,7.15
2020-04-19 09:00:00,5587,0,33.88,8.1
2020-04-19 12:00:00,6724,0,31.22,9.23
2020-04-19 15:00:00,7494,0,28.53,4.0
2020-04-19 18:00:00,6701,0,26.73,5.2
2020-04-19 21:00:00,9372,0,25.03,8.07
2020-04-20 03:00:00,6180,0,27.05,3.7
2020-04-20 06:00:00,4312,0,30.58,7.43
2020-04-20 09:00:00,5239,0,32.02,8.02
2020-04-20 12:00:00,6401,0,29.5,5.87
2020-04-20 15:00:00,7066,0,26.83,3.98
2020-04-20 18:00:00,6284,0,25.97,3.1
2020-04-20 21:00:00,8410,0,25.32,1.2
2020-04-21 03:00:00,5951,0,27.3,5.25
2020-04-21 06:00:00,5362,0,29.8,14.78
2020-04-21 09:00:00,5510,0,28.42,5.55
2020-04-21 12:00:00,5040,0,27.72,5.85
2020-04-21 15:00:00,5923,0,24.97,2.77
2020-04-21 18:00:00,5654,0,23.95,3.38
2020-04-21 21:00:00,7811,0,23.28,0.3
2020-04-22 03:00:00,5465,0,25.92,2.72
2020-04-22 06:00:00,5185,0,28.88,3.33
2020-04-22 09:00:00,5573,0,30.3,6.47
2020-04-22 12:00:00,6137,0,28.5,2.47
2020-04-22 15:00:00,6701,0,25.68,2.4
2020-04-22 18:00:00,5841,0,24.88,2.12
2020-04-22 21:00:00,8449,0,23.9,1.2
2020-04-23 03:00:00,6100,0,27.68,3.0
2020-04-23 06:00:00,5651,0,30.28,3.92
2020-04-23 09:00:00,6181,0,31.85,8.25
2020-04-23 12:00:00,6715,0,27.28,4.87
2020-04-23 15:00:00,7218,0,25.0,7.97
2020-04-23 18:00:00,5085,0,23.2,3.38
2020-04-23 21:00:00,7017,0,22.55,1.2
2020-04-24 03:00:00,5199,0,25.87,4.58
2020-04-24 06:00:00,4717,0,27.95,7.07
2020-04-24 09:00:00,5057,0,27.8,7.7
2020-04-24 12:00:00,5769,0,25.55,6.15
2020-04-24 15:00:00,5387,0,23.47,7.37
2020-04-24 18:00:00,4954,0,23.02,7.37
2020-04-24 21:00:00,7171,0,22.28,4.93
2020-04-25 03:00:00,5961,0,25.63,3.73
2020-04-25 06:00:00,4292,0,28.3,6.17
2020-04-25 09:00:00,5123,0,29.3,7.42
2020-04-25 12:00:00,5969,0,26.82,3.08
2020-04-25 15:00:00,6336,0,24.63,2.17
2020-04-25 18:00:00,6475,0,23.92,2.42
2020-04-25 21:00:00,7969,0,23.15,0.9
2020-04-26 03:00:00,6622,0,27.38,4.42
2020-04-26 06:00:00,4694,0,28.58,5.92
2020-04-26 09:00:00,5614,0,25.82,7.42
2020-04-26 12:00:00,6074,0,25.38,5.78
2020-04-26 15:00:00,5260,0,23.22,1.52
2020-04-26 18:00:00,5972,0,22.77,0.6
2020-04-26 21:00:00,7256,0,22.38,1.2
2020-04-27 03:00:00,6083,0,26.3,2.72
2020-04-27 06:00:00,4536,0,30.07,3.32
2020-04-27 09:00:00,5633,0,30.73,5.25
2020-04-27 12:00:00,6354,0,29.28,2.77
2020-04-27 15:00:00,7083,0,26.47,2.12
2020-04-27 18:00:00,6661,0,24.53,1.8
2020-04-27 21:00:00,8999,0,23.87,0.9
2020-04-28 03:00:00,7356,0,27.48,3.43
2020-04-28 06:00:00,5312,0,28.8,6.22
2020-04-28 09:00:00,5848,0,26.9,6.13
2020-04-28 12:00:00,6260,0,26.1,1.5
2020-04-28 15:00:00,6109,0,24.02,3.38
2020-04-28 18:00:00,6014,0,23.3,1.5
2020-04-28 21:00:00,7640,0,23.05,0.3
2020-04-29 03:00:00,6543,0,26.45,2.1
2020-04-29 06:00:00,4783,0,29.05,4.97
2020-04-29 09:00:00,5780,0,30.5,5.25
2020-04-29 12:00:00,6501,0,28.97,2.4
2020-04-29 15:00:00,7150,0,26.28,0.62
2020-04-29 18:00:00,6627,0,24.83,2.78
2020-04-29 21:00:00,8743,0,23.87,0.9
2020-04-30 03:00:00,7288,0,27.82,3.37
2020-04-30 06:00:00,5418,0,30.1,4.35
2020-04-30 09:00:00,6379,0,29.7,3.6
2020-04-30 12:00:00,6747,0,28.07,2.77
2020-04-30 15:00:00,6806,0,25.55,1.22
2020-04-30 18:00:00,6525,0,24.65,0.62
2020-04-30 21:00:00,8658,0,24.13,0.0
2020-05-01 03:00:00,7335,0,27.12,2.1
2020-05-01 06:00:00,5286,0,28.85,2.77
2020-05-01 09:00:00,5232,0,30.27,3.07
2020-05-01 12:00:00,5637,0,28.3,0.9
2020-05-01 15:00:00,5902,0,25.9,1.22
2020-05-01 18:00:00,6366,0,24.95,1.5
2020-05-01 21:00:00,8056,0,23.97,0.0
2020-05-02 03:00:00,6911,0,27.75,2.1
2020-05-02 06:00:00,5287,0,30.05,4.35
2020-05-02 09:00:00,6239,0,28.73,7.05
2020-05-02 12:00:00,6346,0,26.15,4.95
2020-05-02 15:00:00,6476,0,24.93,4.95
2020-05-02 18:00:00,6072,0,23.95,3.37
